Bridge_ID,State_Code,Year_Built,Daily_Traffic_Count,Material_Type,Design_Code,Deck_Condition,Superstructure_Condition,Substructure_Condition,Decade_Built,Average_Condition_Score,Maintenance_Urgency,Infrastructure_Generation
000000001500260,13,1959,15480,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000022100150,13,1959,1140,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000010500050,13,1959,4420,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000011500810,13,1959,9530,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000029500590,13,1959,450,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000002101710,13,1959,7110,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000024500340,13,1959,10590,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000010100190,13,1959,360,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000013500430,13,1959,29760,Concrete,Tee Beam,7.0,7.0,5.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000012500120,13,1959,90,Concrete,Tee Beam,7.0,7.0,6.0,1950,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000008700110,13,1959,6550,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000012700330,13,1959,4970,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000031900300,13,1959,960,Concrete,Tee Beam,7.0,7.0,6.0,1950,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000000300230,13,1959,340,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000015300350,13,1959,3290,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000031350470,13,1959,1630,Steel,Stringer/Multi-beam or Girder,7.0,6.0,5.0,1950,6.0,Routine Monitoring,1. Pre-1960 Historic
000000016950020,13,1959,490,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000006900690,13,1959,440,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000023350230,13,1959,490,Steel,Stringer/Multi-beam or Girder,5.0,6.0,6.0,1950,5.67,Routine Monitoring,1. Pre-1960 Historic
000000029900340,13,1959,230,Concrete,Culvert,6.0,7.0,6.0,1950,6.33,Stable / Acceptable Health,1. Pre-1960 Historic
000000001550400,13,1959,490,Steel,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1950,6.0,Routine Monitoring,1. Pre-1960 Historic
000000026100110,13,1959,1110,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1950,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000008500240,13,1959,4740,Concrete,Tee Beam,7.0,7.0,7.0,1950,7.0,Stable / Acceptable Health,1. Pre-1960 Historic
000000005100630,13,1959,24690,Concrete,Tee Beam,7.0,7.0,6.0,1950,6.67,Stable / Acceptable Health,1. Pre-1960 Historic
000000019700230,13,1960,220,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021550180,13,1960,1768,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030150310,13,1960,300,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026100360,13,1960,700,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000008700400,13,1960,240,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025150070,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019700220,13,1960,220,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003300230,13,1960,1560,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151010,13,1960,1940,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026700280,13,1960,590,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750140,13,1960,140,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006150070,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000000300130,13,1960,650,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000025150020,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029900620,13,1960,1830,Prestressed Concrete,Channel Beam,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024550020,13,1960,1720,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006500510,13,1960,120,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000016550070,13,1960,120,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024750050,13,1960,3450,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900110,13,1960,45390,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011950860,13,1960,140,Steel,Stringer/Multi-beam or Girder,6.0,5.0,6.0,1960,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000009300310,13,1960,41740,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900140,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006500520,13,1960,120,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021501030,13,1960,6790,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029950760,13,1960,2260,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900160,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013100470,13,1960,7160,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900150,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900120,13,1960,45390,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027750040,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026350060,13,1960,490,Concrete,Slab,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000000750040,13,1960,90,Concrete,Slab,6.0,6.0,4.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000024950020,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003300240,13,1960,1590,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014500030,13,1960,4290,Concrete,Tee Beam,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900130,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750090,13,1960,10,Steel,Stringer/Multi-beam or Girder,7.0,7.0,2.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000032150310,13,1960,120,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900090,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012152250,13,1960,1940,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750050,13,1960,30,Steel,Stringer/Multi-beam or Girder,7.0,7.0,5.0,1960,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000017150140,13,1960,490,Concrete,Slab,7.0,7.0,3.0,1960,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000006500410,13,1960,150,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000000750030,13,1960,50,Concrete,Slab,7.0,7.0,2.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000031550290,13,1960,110,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027700660,13,1960,390,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027700650,13,1960,390,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015150040,13,1960,6680,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000030150300,13,1960,490,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009300170,13,1960,490,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021550290,13,1960,1768,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006500400,13,1960,150,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013150580,13,1960,600,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006500380,13,1960,150,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015150440,13,1960,4490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007150810,13,1960,490,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014500010,13,1960,7170,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000013100100,13,1960,10060,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151300,13,1960,1940,Concrete,Channel Beam,7.0,7.0,6.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000006500270,13,1960,640,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009300210,13,1960,490,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900320,13,1960,21770,Concrete,Tee Beam,6.0,7.0,6.0,1960,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000014500020,13,1960,7170,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011350040,13,1960,2202,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015950180,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007150780,13,1960,490,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151340,13,1960,1940,Prestressed Concrete,Channel Beam,5.0,5.0,6.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000006500390,13,1960,150,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000007150800,13,1960,490,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900290,13,1960,21770,Steel,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750060,13,1960,90,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900100,13,1960,45390,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021550320,13,1960,1768,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012152260,13,1960,1940,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015350180,13,1960,1140,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000002750340,13,1960,310,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900080,13,1960,35900,Steel,Stringer/Multi-beam or Girder,5.0,7.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000026550150,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003550050,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900070,13,1960,35900,Steel,Stringer/Multi-beam or Girder,5.0,7.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000005700340,13,1960,10310,Steel,Stringer/Multi-beam or Girder,6.0,7.0,5.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000019950900,13,1960,104,Steel,Stringer/Multi-beam or Girder,7.0,6.0,4.0,1960,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000031550300,13,1960,490,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010150040,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000002750330,13,1960,290,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021900160,13,1960,12550,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000017150130,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027550040,13,1960,110,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021100450,13,1960,690,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000007950010,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000016500210,13,1960,3970,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750150,13,1960,140,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900050,13,1960,35900,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151570,13,1960,1940,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005900060,13,1960,35900,Steel,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000016500220,13,1960,3970,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012152270,13,1960,1940,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151530,13,1960,3510,Prestressed Concrete,Channel Beam,5.0,5.0,7.0,1960,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000010150020,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009300320,13,1960,41390,Concrete,Tee Beam,7.0,8.0,7.0,1960,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019900210,13,1960,3160,Concrete,Tee Beam,7.0,7.0,6.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000026150020,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031950020,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012104530,13,1960,11870,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012151580,13,1960,1940,Prestressed Concrete,Channel Beam,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000026150050,13,1960,90,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015350230,13,1960,180,Steel,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015750370,13,1960,600,Concrete,Tee Beam,6.0,7.0,5.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000005950270,13,1960,330,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027550480,13,1960,260,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700320,13,1960,4970,Concrete,Slab,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550060,13,1960,1096,Steel Continuous,Stringer/Multi-beam or Girder,6.0,5.0,5.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000019100430,13,1960,740,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019100440,13,1960,740,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005101370,13,1960,3510,Concrete,Slab,6.0,6.0,7.0,1960,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550540,13,1960,1096,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550720,13,1960,600,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000004500110,13,1960,3850,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000009900330,13,1960,270,Steel Continuous,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001550320,13,1960,600,Steel Continuous,Stringer/Multi-beam or Girder,7.0,4.0,7.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000020150210,13,1960,270,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500260,13,1960,4130,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550070,13,1960,600,Prestressed Concrete,Channel Beam,6.0,6.0,7.0,1960,6.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500100,13,1960,3850,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550590,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000023550010,13,1960,180,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750160,13,1960,600,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550180,13,1960,600,Steel,Stringer/Multi-beam or Girder,5.0,7.0,5.0,1960,5.67,Routine Monitoring,2. 1960 - 1970s Era
000000012700310,13,1960,4970,Concrete,Slab,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550050,13,1960,1096,Steel Continuous,Stringer/Multi-beam or Girder,6.0,5.0,5.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000012700300,13,1960,4970,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700290,13,1960,4970,Concrete,Slab,7.0,7.0,6.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900220,13,1960,550,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000027550120,13,1960,10,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900230,13,1960,550,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004551150,13,1960,600,Steel Continuous,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000003550260,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000005100030,13,1960,3770,Concrete,Slab,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750240,13,1960,20,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031750110,13,1960,490,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000022150180,13,1960,1530,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024100320,13,1960,4750,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000024150910,13,1960,0,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010350280,13,1960,600,Concrete,Tee Beam,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000015900110,13,1960,1150,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021750060,13,1960,4670,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000003900240,13,1960,820,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000022300270,13,1960,710,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010300040,13,1960,31770,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004500030,13,1960,27100,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700270,13,1960,4970,Concrete,Tee Beam,6.0,7.0,5.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000012700280,13,1960,4970,Concrete,Slab,7.0,7.0,6.0,1960,6.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000010300060,13,1960,17240,Concrete Continuous,Slab,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000004550170,13,1960,360,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000022500170,13,1960,710,Prestressed Concrete,Stringer/Multi-beam or Girder,8.0,8.0,7.0,1960,7.67,Stable / Acceptable Health,2. 1960 - 1970s Era
000000015750470,13,1960,600,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000011700370,13,1960,10910,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000021150410,13,1960,620,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000019750190,13,1960,140,Steel,Stringer/Multi-beam or Girder,7.0,7.0,2.0,1960,5.33,Routine Monitoring,2. 1960 - 1970s Era
000000001300250,13,1960,1980,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000001100410,13,1960,990,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012950950,13,1960,490,Steel,Stringer/Multi-beam or Girder,6.0,6.0,6.0,1960,6.0,Routine Monitoring,2. 1960 - 1970s Era
000000011500980,13,1960,4410,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000012700660,13,1960,13400,Concrete,Channel Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031900320,13,1960,260,Concrete,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031900330,13,1960,260,Concrete,Tee Beam,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
000000029350260,13,1960,490,Prestressed Concrete,Channel Beam,7.0,7.0,8.0,1960,7.33,Stable / Acceptable Health,2. 1960 - 1970s Era
000000031350640,13,1960,1768,Steel,Culvert,7.0,7.0,7.0,1960,7.0,Stable / Acceptable Health,2. 1960 - 1970s Era
